1. 已知向量α=（-3，-2，1），β=（1，-4，-5），则|α×β|等于{{c1::（）}}。[2013年真题]	"0<br>6<br><img height=""19"" id=""图片 1"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f409f0f6-3545-4175-889a-170ead006ae7.jpg"" width=""42""/><br>14i+16j-10k"	C	"<img height=""75"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/d1a6516b-7516-4e76-a50d-b2ba39658bf7.jpg"" width=""309""/>，所以<img height=""28"" id=""图片 2"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/341ca007-94e8-4b7f-a06d-1daf7d946740.jpg"" width=""336""/>"	
1. 理想气体的压强公式是{{c1::（）}}。[2010年真题]	"<img height=""36"" id=""图片 1"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/7488a42f-68c5-4a3c-bf5c-46470e17b9a6.png"" width=""75""/><br><img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/8e2acc5d-ed83-4119-b879-4653855c4934.png"" width=""74""/><br><img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/8272442c-0007-45b0-9214-d7b7c752666f.png"" width=""81""/><br><img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/90792ad2-eb62-4a93-a393-67e47f8a553e.png"" width=""72""/>"	C	"理想气体的压强公式为：<img height=""38"" id=""图片 726"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fbb1bce7-48da-4142-abd9-dfabd16eda8d.jpg"" width=""173""/>，其中<img height=""40"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/16e96be5-8f5e-4817-8154-813612aa3c5d.jpg"" width=""94""/>是分子平均平动动能，所以<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3b04e54f-911e-46a0-aaf3-294a4910dc0c.jpg"" width=""82""/>。"	
2. 在标准状态下，当氢气和氦气的压强与体积都相等时，氢气和氦气的内能之比为{{c1::（）}}。[2014年真题]	5/3<br>3/5<br>1/2<br>3/2	A	"由<img height=""40"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/5605dd7a-4eca-4799-929c-6a627460b371.jpg"" width=""165""/>，注意到氢为双原子分子，氦为单原子分子，即i（H<sub>2</sub><sub>）</sub>=5，i（H<sub>e</sub>）=3；又p（H<sub>2</sub>）=p（H<sub>e</sub>），V（H<sub>2</sub>）=V（H<sub>e</sub>），故<img height=""39"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/ce3211d2-06ea-49fc-960c-c7051ac5a900.jpg"" width=""148""/>。"	
3. 一瓶氦气和一瓶氮气它们每个分子的平均平动动能相同，而且都处于平衡态，则它们{{c1::（）}}。[2013年真题]	温度相同，氦分子和氮分子的平均动能相同<br>温度相同，氦分子和氮分子的平均动能不同<br>温度不同，氦分子和氮分子的平均动能相同<br>温度不同，氦分子和氮分子的平均动能不同	B	"根据分子平动原理，分子平均平动动能<img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/188d6c4a-0685-4f10-8020-0ef516155459.jpg"" width=""75""/>，若平均平动动能相同，则温度相同；分子平均动能=（平均平动动能+平均转动动能）=<img height=""36"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/72b69ddc-a18b-4394-b7d5-483e9e267a6b.jpg"" width=""37""/>。而氦分子为单原子分子，没有转动动能，i=3；氮分子为双原子分子，i=5，故氦分子和氮分子的平均动能不同。"	
4. 一定量的刚性双原子分子理想气体储于一容器中，容器的容积为V，气体压强为p，则气体的动能为{{c1::（）}}。[2010年真题]	"<img height=""33"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/fd4becc7-631d-46c5-bc1b-53b687852aeb.png"" width=""36""/><br><img height=""36"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/d4c234a2-1e89-4b8e-8990-74c6114ebb25.png"" width=""35""/><br><img height=""33"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/121f9f2e-1df3-4d69-9e27-d0af2dde7d12.png"" width=""38""/><br><img height=""21"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3aa8bad1-f278-4775-896b-6c053521ef9e.png"" width=""24""/>"	B	"单个分子的平均平动动能是<img height=""33"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/08c40095-8a02-413c-a8a6-3c5b99e34863.jpg"" width=""71""/>，刚性双原子分子的自由度i=5。根据理想气体的微观模型，理想气体是指分子间没有相互作用和分子可以看成没有大小的质点，因此分子间的势能不计，这样理想气体的内能就是所有分子的各种动能之和。设分子总数是N，则动能<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e2d639db-99b6-4aab-ba2c-85f816d536ff.jpg"" width=""194""/>，由理想气体状态方程<img height=""33"" id=""图片 736"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/e6e53286-5f8b-4a77-8816-d50ddc4b8280.jpg"" width=""66""/>可得，<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/42256035-b622-49e3-bc82-691d0327f418.jpg"" width=""103""/>。"	
5. 最概然速率v<sub>p</sub>的物理意义是{{c1::（）}}。[2013年真题]	v<sub>p</sub>是速率分布中最大速率<br>v<sub>p</sub>是大多数分子的速率<br>在一定的温度下，速率与v<sub>p</sub>相近的气体分子所占的百分率最大<br>v<sub>p</sub>是所有分子速率的平均值	C	"概然速率是由麦克斯韦速率分布函数求导为零所得的速率，即<img height=""37"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c33290bc-ddc8-4c09-9b4f-542983fc8e89.jpg"" width=""63""/>，则最概然速率为：<img height=""42"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/61205361-16bc-4a8a-8b6a-52f5563b0d24.jpg"" width=""134""/>。由分布函数含义可知，最概然速率是指在一定的温度下，速率与v<sub>p</sub>相近的气体分子所占的百分率最大。"	
6. 有1mol刚性双原子分子理想气体，在等压过程中对外做功为W，则其温度变化ΔT为{{c1::（）}}。[2014年真题]	R/W<br>W/R<br>2R/W<br>2W/R	B	"等压过程中，p=恒量，W=PΔV，利用状态方程pV=RT，有：W=RΔT，<img height=""31"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/783fe2db-c1b5-4ca0-82a1-6b4c1b69d30a.png"" width=""45""/>。"	
7. 气体做等压膨胀，则{{c1::（）}}。[2013年真题]	温度升高，气体对外做正功<br>温度升高，气体对外做负功<br>温度降低，气体对外做正功<br>温度降低，气体对外做负功	A	"根据pV=nRT，其他条件不变，等压膨胀时，温度升高，压强不变，体积增大，<img height=""46"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/cf9a0a29-8634-4a2d-9d6a-5d190d315275.jpg"" width=""230""/>，气体对外做正功。"	
8. 一定量的理想气体由a状态经过一过程到达b状态，吸热为335J，系统对外作功为126J；若系统经过另一过程由a状态到达b状态，系统对外作功为42J，则过程中传入系统的热量为{{c1::（）}}。[2012年真题]	530J<br>167J<br>251J<br>335J	C	题中两过程都是由a状态到达b状态，内能是状态量，又因一定量理想气体的内能增量只取决于系统的初、终态，而与联系初、终态的过程无关。故该系统内能增量ΔE相同，并由热力学第一定律Q=（E<sub>2</sub>-E<sub>1</sub>）+W=ΔE+W得：Q<sub>1</sub>-W<sub>1</sub>=Q<sub>2</sub>-W<sub>2</sub>，即335－126=Q<sub>2</sub>－42，可得Q<sub>2</sub>=251J。	
9. 1mol理想气体从平衡态2P<sub>1</sub>、V<sub>1</sub>沿直线变化到另一平衡态P1、2V1，则此过程中系统的功和内能的变化是{{c1::（）}}。[2011年真题]	W＞0，VE＞0<br>W＜0，VE＜0<br>W＞0，VE=0<br>W＜0，VE＞0	C	"由于PV=恒量，故该理想气体变化为等温过程变化。因T<sub>1</sub>=T<sub>2</sub>，故内能的变化为：<img height=""39"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/f6286fef-a196-4f25-9154-97e91de29806.jpg"" width=""208""/>。<br/>又此过程中系统的功为：<img height=""60"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3096d960-d06f-45a0-9e19-1bbb87c560c7.jpg"" width=""365""/>，即体积单向增大，W＞0。"	
10. 理想气体在等温膨胀过程中{{c1::（）}}。[2014年真题]	气体做负功，向外界释放热量<br>气体做负功，向外界吸收热量<br>气体做正功，向外界释放热量<br>气体做正功，向外界吸收热量	D	系统吸收或放出的热量等于系统内能增量与系统对外做功之和。理想气体的内能是温度的单值函数，等温膨胀过程中内能不变，理想气体膨胀对外界做功，因此从外界吸收热量Q。由热力学第一定律可知，等温过程系统吸热全部用来对外做功A（A>0）。	
11. 一定量理想气体由初态（P<sub>1</sub>，V<sub>1</sub>，T<sub>1</sub>）经等温膨胀到达终态（P<sub>2</sub>，V<sub>2</sub>，T<sub>1</sub>），则气体吸收的热量Q为{{c1::（）}}。[2013年真题]	"<img border=""0"" height=""50"" hspace=""0"" src=""http://admintk.100xuexi.com/UpLoadImage/2016-07-21/7cf15cf8-a791-4e11-aae3-f4e5a3e59f0e.jpg"" style=""float:none;width:124px;height:50px;"" title=""1.jpg"" vspace=""0"" width=""124""/><br><img border=""0"" height=""50"" hspace=""0"" src=""http://admintk.100xuexi.com/UpLoadImage/2016-07-21/9b1e2bc2-288c-435d-947b-b073e5b1764e.jpg"" style=""width:119px;height:50px;float:none;"" title=""2.jpg"" vspace=""0"" width=""119""/><br><img border=""0"" height=""50"" hspace=""0"" src=""http://admintk.100xuexi.com/UpLoadImage/2016-07-21/46d28144-b024-4f3c-89db-c40c6daba131.jpg"" style=""width:116px;height:50px;float:none;"" title=""3.jpg"" vspace=""0"" width=""116""/><br><img border=""0"" height=""50"" hspace=""0"" src=""http://admintk.100xuexi.com/UpLoadImage/2016-07-21/646bdd97-781d-473d-8b75-1015d06216e5.jpg"" style=""width:123px;height:50px;float:none;"" title=""4.jpg"" vspace=""0"" width=""123""/>"	A	"气体吸收的热量，一部分用来对外做功，一部分用来增加内能，即Q=ΔE+W，其中<img height=""29"" id=""图片 745"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c2672cef-d934-44f0-b38e-f3d18a6338c6.jpg"" width=""77""/>，等温变化过程中，ΔE=0，<img height=""43"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/72d7df7c-7c94-41fd-bf6a-961922d015f6.png"" width=""356""/>。"	
12. 一定量的理想气体经过等体过程，温度增量ΔT，内能变化ΔE<sub>1</sub>，吸收热量Q<sub>1</sub>；若经过等压过程，温度增量也为ΔT，内能变化ΔE<sub>2</sub>，吸收热量Q<sub>2</sub>，则一定是{{c1::（）}}。[2012年真题]	ΔE<sub>2</sub>=ΔE<sub>1</sub>，Q<sub>2</sub>＞Q<sub>1</sub><br>ΔE<sub>2</sub>=ΔE<sub>1</sub>，Q<sub>2</sub>＜Q<sub>1</sub><br>ΔE<sub>2</sub>＞ΔE<sub>1</sub>，Q<sub>2</sub>＞Q<sub>1</sub><br>ΔE<sub>2</sub>＜ΔE<sub>1</sub>，Q<sub>2</sub>＜Q<sub>1</sub>	A	"由两过程温度增量均为ΔT，又有内能增量<img height=""39"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/7aa5a2aa-d400-4bee-bf48-2a401f9acc83.jpg"" width=""107""/>，得：ΔE<sub>2</sub>=ΔE<sub>1</sub>。对于等体过程，可知Q<sub>1</sub>=ΔE<sub>1</sub>+W<sub>1</sub>，等体过程不作功，W<sub>1</sub>=0，<img height=""33"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c2ba080d-504f-4eb4-9600-692787bf255b.png"" width=""126""/>对于等压过程，<img height=""40"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/02d947e2-0721-4634-b735-07c626f2978e.png"" width=""184""/>所以Q<sub>2</sub>＞Q<sub>1</sub>。"	
13. 体系与环境之间只有能量交换而没有物质交换，这种体系在热力学上称为{{c1::（）}}。[2012年真题]	绝热体系<br>循环体系<br>孤立体系<br>封闭体系	D	根据系统与环境之间的物质和能量交换情况，系统分为三种：①开放系统，系统和环境之间既有物质交换，又有能量交换；②封闭系统，系统和环境之间没有物质交换，只有能量交换：③孤立体系，系统和环境之间既没有物质交换，又没有能量交换。	
14. 在保持高温热源温度T<sub>1</sub>和低温热源温度T<sub>2</sub>不变的情况下，使卡诺热机的循环曲线所包围的面积增大，则会{{c1::（）}}。[2011年真题]	净功增大，效率提高<br>净功增大，效率降低<br>净功和效率都不变<br>净功增大，效率不变	D	"由于循环曲线所包围的面积增大，分析可得吸热减少，放热增大，此时净功增大。卡诺循环效率为：<img height=""45"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/0d709497-05dd-45ce-a17c-34ac8772c9e6.jpg"" width=""194""/>。故效率不变。"	
15. “理想气体和单一热源接触做等温膨胀时，吸收的热量全部用来对外做功。”对此说法，有如下几种讨论，正确的是{{c1::（）}}。[2010年真题]	不违反热力学第一定律，但违反热力学第二定律<br>不违反热力学第二定律，但违反热力学第一定律<br>不违反热力学第一定律，也不违反热力学第二定律<br>违反热力学第一定律，也违反热力学第二定律	C	根据热力学第一定律，内能的传递量Q，等于系统内能的变化ΔU与系统对外界的功W之和，即Q＝ΔU＋W。在等温膨胀时理想气体的内能不变，故吸收的热量可全部用来对外做功，不违反热力学第一定律。由热力学第二定律可知，不可能制成一种循环动作的热机，只从单一热源吸取热量，使之全部变成有用的功，而不引起其它变化。上述表述中没有循环动作的热机，在做等温膨胀时，理想气体吸收的热量全部转化为功，但引起了气体体积的增大，故不违反热力学第二定律。	
16. 若理想气体的体积为V，压强为p，温度为T，每个分子的平均分子量为M，k为玻尔兹曼常数，R为摩尔气体常量，则该理想气体的分子数为{{c1::（）}}。	pV/m<br>pV/（kT）<br>pV/（RT）<br>pV/（mT）	B	"设质量为m的气体的分子数为N，1mol气体的分子数为N<sub>0</sub>（阿伏伽德罗常数），（m/M）mol气体的分子数N＝（m/M）N<sub>0</sub>，即<img height=""33"" id=""图片 756"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/d329f2e4-90f6-4d29-8dcb-800d85be0212.jpg"" width=""43""/>；把变量代入理想气体状态方程中得：<img height=""41"" id=""图片 757"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/6e64e072-63e7-4aca-a6f6-8c3361bde97b.jpg"" width=""221""/>。k为玻尔兹曼常数，有k＝R/N<sub>0</sub>，则上式为<img height=""32"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/2522b646-cd50-4faf-a3e1-c6b783b12a03.png"" width=""53""/>由此得出<img height=""41"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/6ef3bc48-ca55-412a-9a80-e9e35bb6745b.jpg"" width=""49""/>。"	
17. 一氢气球在20℃充气后，压强为1.2atm（1atm＝1.013×10<sup>5</sup>Pa），半径为1.5m。到夜晚时，温度降为10℃，气球半径缩为1.4m，其中氢气压强减为1.1atm，此时漏掉的氢气为{{c1::（）}}kg。	0.27<br>0.32<br>0.37<br>0.42	B	"根据理想气体状态方程pV＝（m/M）RT，可得：<br/><img height=""114"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/3e0a4f3f-53c3-48d3-9e82-67b1e22bd1ad.jpg"" width=""629""/>"	
18. 质量相同的氢气（H<sub>2</sub>）和氧气（O<sub>2</sub>），处在相同的室温下，则它们的分子平均平动动能和内能关系为{{c1::（）}}。	分子平均平动动能相同，氢气的内能大于氧气的内能<br>分子平均平动动能相同，氧气的内能大于氢气的内能<br>内能相同，氢气的分子平均平动动能大于氧气的分子平均平动动能<br>内能相同，氧气的分子平均平动动能大于氢气的分子平均平动动能	A	"温度是气体分子平均动能大小的标志，气体分子处在相同的室温下且两个刚性双原子分子的自由度均为5，分子平均平动动能<img src=""http://admintk.100xuexi.com/UpLoadImage/2016-12-19/c42a25fc-0c64-4810-a13d-0e67a5f9e89a.jpg"" title=""1.jpg""/>。内能E=nRTi/2，i为分子的自由度，n为物质的量，质量相同的情况下，氢气的物质的量与氧气物质的量之比为16∶1，氢气的内能大于氧气的内能。"	
19. 两种摩尔质量不同的理想气体，它们的压强、温度相同，体积不同，则它们的{{c1::（）}}。	单位体积内的分子数不同<br>单位体积内气体的质量相同<br>单位体积内气体分子的总平均平动动能相同<br>单位体积内气体内能相同	C	"<span style=""font-size:14px;font-family:'calibri','sans-serif'"">C</span><span style=""font-size:14px"">项，根据<img src=""http://admintk.100xuexi.com/UpLoadImage/2016-12-13/958f333d-9478-4080-b8f1-a31ba4cffb62.jpg"" title=""1.jpg""/></span><span style=""font-size:14px"">，理想气体的平均平动动能只与温度相关，正确。</span><span style=""font-size:14px;font-family:'calibri','sans-serif'"">A</span><span style=""font-size:14px"">项，根据<img src=""http://admintk.100xuexi.com/UpLoadImage/2016-12-13/21a61baa-61f7-4215-b579-56d1bb0e4af2.jpg"" title=""2.jpg""/></span><span style=""font-size:14px"">，压强温度均相同，单位体积内分子数相同，错误；</span><span style=""font-size:14px;font-family:'calibri','sans-serif'"">B</span><span style=""font-size:14px"">项，根据<img src=""http://admintk.100xuexi.com/UpLoadImage/2016-12-13/9ae9ac80-dea0-4fbb-a03c-6ef52c8c9b2f.jpg"" title=""3.jpg""/></span><span style=""font-size:14px"">，压强温度相同，单位体积，分子数相同，又摩尔质量不同，故质量不同，错误；</span><span style=""font-size:14px;font-family:'calibri','sans-serif'"">D</span><span style=""font-size:14px"">项，根据<img src=""http://admintk.100xuexi.com/UpLoadImage/2016-12-13/5741c500-a1c5-4a90-ad9c-e74d2f2a59f5.jpg"" title=""4.jpg""/></span><span style=""font-size:14px"">，单位体积、压强相同，自由度不确定，内能不确定是否相同，错误。</span>"	
20. 两瓶不同种类的理想气体，它们的温度和压强都相同，但体积不同，则单位体积内的气体分子的总平均平动动能（E<sub>K</sub>/V），单位体积内的气体分子数n，单位体积内的气体质量ρ分别有{{c1::（）}}。	（E<sub>K</sub>/V）不同，n不同，ρ不同<br>（E<sub>K</sub>/V）不同，n不同，ρ相同<br>（E<sub>K</sub>/V）相同，n相同，ρ不同<br>（E<sub>K</sub>/V）相同，n相同，ρ相同	C	由理想气体状态方程pV＝（m/M）RT=（N/N<sub>0</sub>）RT，以及单位体积内的气体分子数n＝N/V，得出p＝n（R/N<sub>0</sub>）T=nkT。因p，T相同，故n相同；单位体积内的气体分子的总平均平动动能（E<sub>K</sub>/V）＝（i/2）nkT，式中i，k，T均相同，故（E<sub>K</sub>/V）相同；单位体积内的气体质量ρ＝nm<sub>0</sub>，其中m<sub>0</sub>是每个气体分子的质量，因n相同，而m<sub>0</sub>不同，故ρ不同。	
"21. 在标准状态下，氦气和氢气气体体积相同，它们分子的平均动能<img height=""29"" id=""图片 761"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/6899b681-4bb7-4f46-bcc4-1a3c9e299d52.jpg"" width=""29""/>和平均平动动能<img height=""29"" id=""图片 762"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/20e11d5f-5843-4e66-86f3-95299ec0cc6c.jpg"" width=""19""/>的关系为{{c1::（）}}。"	"<img height=""27"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/73efe2f0-18ae-4a3a-bda4-e9305120abb6.jpg"" width=""77""/>都相等<br><img height=""29"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/6899b681-4bb7-4f46-bcc4-1a3c9e299d52.jpg"" width=""29""/>相等而<img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/b54b09dc-24e8-4ab8-a01f-b35db778b97b.jpg"" width=""29""/>不相等<br><img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/2801477f-1377-408d-9461-b80ac9950e60.jpg"" width=""29""/>相等而<img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/58001fb1-6760-427d-9ee6-0fd05cef4410.jpg"" width=""29""/>不相等<br><img height=""29"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/6899b681-4bb7-4f46-bcc4-1a3c9e299d52.jpg"" width=""29""/>和<img height=""38"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/b54b09dc-24e8-4ab8-a01f-b35db778b97b.jpg"" width=""29""/>都不相等"	C	"理想气体处于平衡态时，每个自由度都具有相同的平均能量<img height=""31"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/edeeb87a-d847-4148-9a01-3ef639df7717.png"" width=""36""/>氦气和氢气的平均平动自由度都为3，所以平均平动动能相等，而氦气的转动自由度为0，氢气的转动自由度为2，所以平均动能（分子平均动能＝平均平动动能＋平均转动动能）不相等。"	
22. 压强为p、体积为V的水蒸气（H<sub>2</sub>O，视为刚性分子理想气体）的内能为{{c1::（）}}。	"<img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/af2491ac-dffc-4614-8482-68f03251f04c.png"" width=""33""/><br><img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c09ebe47-ee41-4846-b49b-4cf850955bc1.png"" width=""38""/><br><img height=""35"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/8f120da3-c56e-4968-bc07-f91866da00c4.png"" width=""37""/><br><img height=""23"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c61f772d-273b-42aa-81cd-259d5e3299d6.png"" width=""31""/>"	D	"水蒸汽分子运动的自由度数i＝6，由理想气体状态方程<img height=""32"" id=""图片 773"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/2288f042-3eea-4693-acd5-1be54f7c2f8d.jpg"" width=""85""/>和内能公式<img height=""32"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/d73ee04e-79db-47ce-8fc3-e1a5d7d31614.png"" width=""95""/>联立可得<img height=""39"" id=""图片 775"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/7c2c0a2c-bf6e-40e6-ae39-c64c6888f0a0.jpg"" width=""110""/>。"	
23. 有容积不同的A、B两个容器内装有理想气体，A中是单原子分子理想气体，B中是双原子分子理想气体，若两种气体的压强相同，那么这两种气体的单位体积的内能（E/V）<sub>A</sub>和（E/V）<sub>B</sub>的关系为{{c1::（）}}。	（E/V）<sub>A</sub>＜（E/V）<sub>B</sub><br>（E/V）<sub>A</sub>＞（E/V）<sub>B</sub><br>（E/V）<sub>A</sub>＝（E/V）<sub>B</sub><br>不能确定	A	"由理想气体压强公式p＝nkT可知，n=p/kT，根据气体内能公式：<br/><img height=""34"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/eeab3a3c-b584-4973-9ace-a354af912c63.jpg"" width=""563""/><br/>p相同，单原子分子i＝3，双原子分子i＝5，故（E/V）<sub>A</sub>＜（E/V）<sub>B</sub>。"	
24. 水蒸气分解成同温度的氢气和氧气，内能增加了{{c1::（）}}。（不计振动自由度）	0<br>25%<br>50%<br>66.7%	B	"水蒸气分解方程式为：<br/><img height=""36"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/d44883db-3faa-4ee6-840e-323e3bb07b15.png"" width=""619""/><br/>所以内能增加百分比为<img height=""34"" id=""图片 788"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/acd6d46b-a844-4b70-ad8a-f135fc06dead.jpg"" width=""147""/>。"	
25. 1mol的单原子分子理想气体从状态A变为状态B，气体未知，变化过程也未知，但A、B两态的压强、体积和温度都知道，则可求出{{c1::（）}}。	气体所作的功<br>气体内能的变化<br>气体传给外界的热量<br>气体的质量	B	"四个选项中只有气体内能的变化ΔE与过程无关，对于理想气体，内能只是温度T的单值函数，表达式为：<img height=""32"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/17e98d2c-854c-47e8-81a4-72b0fcd0b0b1.jpg"" width=""162""/>，单原子分子的自由度i=3。由公式可知ΔE只与始末状态有关。而功和热都是过程量，是系统内能变化的量度，过程不同，功和热一般也不同。气体质量与气体的分子量有关，因气体种类未知，即分子量未知，故无法求得质量。"	
"26. 容器内储有一定量的理想气体，若保持容积不变，使气体的温度升高，则分子的平均碰撞频率<img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c52ce1ce-972e-43ee-89a3-e271fb8a5a1c.jpg"" width=""13""/>和平均自由程<img height=""24"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/bf5ff180-9559-453c-ae54-9588dea9c246.jpg"" width=""16""/>的变化情况为{{c1::（）}}。"	"<img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c52ce1ce-972e-43ee-89a3-e271fb8a5a1c.jpg"" width=""13""/>增大，但<img height=""24"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/bf5ff180-9559-453c-ae54-9588dea9c246.jpg"" width=""16""/>不变<br><img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c52ce1ce-972e-43ee-89a3-e271fb8a5a1c.jpg"" width=""13""/>不变，但<img height=""24"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/bf5ff180-9559-453c-ae54-9588dea9c246.jpg"" width=""16""/>增大<br><img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c52ce1ce-972e-43ee-89a3-e271fb8a5a1c.jpg"" width=""13""/>和<img height=""24"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/bf5ff180-9559-453c-ae54-9588dea9c246.jpg"" width=""16""/>都增大<br><img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c52ce1ce-972e-43ee-89a3-e271fb8a5a1c.jpg"" width=""13""/>和<img height=""24"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/bf5ff180-9559-453c-ae54-9588dea9c246.jpg"" width=""16""/>都不变"	A	"平均碰撞频率公式为<img height=""33"" id=""图片 805"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/47be312d-b37f-4d52-8c00-df2e68f90664.jpg"" width=""109""/>，其中d为分子有效直径，n为分子数密度。<br/>平均自由程公式为:<img height=""49"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c2101f10-0cb0-4ee9-9d12-39b0f5337ea6.jpg"" width=""141""/>，其中v为平均相对速率，与算术平均速率成正比。<br/>对于理想气体，温度升高时，气体平均平动动能增大，平均相对速率增大，而d、n都不变，故<img height=""20"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/c52ce1ce-972e-43ee-89a3-e271fb8a5a1c.jpg"" width=""13""/>增大，<img height=""24"" src=""http://admintk.100xuexi.com/UpLoadImage/2013-05-07/bf5ff180-9559-453c-ae54-9588dea9c246.jpg"" width=""16""/>不变。对于实际气体，由于要考虑分子间的相互作用力，实际上d随温度升高、速率增加而略有减小，从而λ略有增加，但本题不考虑。"	
